Type;Author Name;Album Name;Song Name;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Amelia;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;7612109
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Black Crow;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6161354
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Both Sides Now;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;7441791
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Carey;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;9643372
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Free Man In Paris;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4938196
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Help Me;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;4709905
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Raised On Robbery;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5137563
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;River;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6605854
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;The Circle Game;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6391441
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;The Dry Cleaner From Des Moines;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5060991
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;Woodstock;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5331914
Stranieri;Joni Mitchell;2000 - All Star Tribute To Joni Mitchell;You Turn Me On, I'm A Radio;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;3033556
Stranieri;Joni Mitchell;2000 - Both Sides Now;A Case Of You;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;11443124
Stranieri;Joni Mitchell;2000 - Both Sides Now;Answer Me My Love;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;6698509
Stranieri;Joni Mitchell;2000 - Both Sides Now;At Last;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8729743
Stranieri;Joni Mitchell;2000 - Both Sides Now;Both Sides Now;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;11211577
Stranieri;Joni Mitchell;2000 - Both Sides Now;Comes Love;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8807513
Stranieri;Joni Mitchell;2000 - Both Sides Now;Don't Go To Strangers;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8216535
Stranieri;Joni Mitchell;2000 - Both Sides Now;Don't Worry 'bout Me;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7537745
Stranieri;Joni Mitchell;2000 - Both Sides Now;I Wish I Were In Love Again;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7104764
Stranieri;Joni Mitchell;2000 - Both Sides Now;Sometimes I'm Happy;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7875496
Stranieri;Joni Mitchell;2000 - Both Sides Now;Stormy Weather;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;6234541
Stranieri;Joni Mitchell;2000 - Both Sides Now;You're My Thrill;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7623005
Stranieri;Joni Mitchell;2000 - Both Sides Now;You've Changed;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9780502
Stranieri;Joni Mitchell;2002 - Travelogue;Amelia;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9805952
Stranieri;Joni Mitchell;2002 - Travelogue;Be Cool;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7458944
Stranieri;Joni Mitchell;2002 - Travelogue;Borderline;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9255040
Stranieri;Joni Mitchell;2002 - Travelogue;Cherokee Louise;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8691840
Stranieri;Joni Mitchell;2002 - Travelogue;Chinese Cafe;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8235136
Stranieri;Joni Mitchell;2002 - Travelogue;For The Roses;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;10827904
Stranieri;Joni Mitchell;2002 - Travelogue;God Must Be A Boogie Man;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;5668992
Stranieri;Joni Mitchell;2002 - Travelogue;Hejira;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9822336
Stranieri;Joni Mitchell;2002 - Travelogue;Judgement Of The Moon And The Stars (Ludwig's Tune);x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7737472
Stranieri;Joni Mitchell;2002 - Travelogue;Just Like This Train;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7321728
Stranieri;Joni Mitchell;2002 - Travelogue;Love;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8177792
Stranieri;Joni Mitchell;2002 - Travelogue;Otis And Marlena;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;5634176
Stranieri;Joni Mitchell;2002 - Travelogue;Refuge Of The Roads;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;11473024
Stranieri;Joni Mitchell;2002 - Travelogue;Sex Kills;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;5709952
Stranieri;Joni Mitchell;2002 - Travelogue;Slouching Towards Bethlehem;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;10354816
Stranieri;Joni Mitchell;2002 - Travelogue;The Circle Game;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9861248
Stranieri;Joni Mitchell;2002 - Travelogue;The Dawntreader;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8165504
Stranieri;Joni Mitchell;2002 - Travelogue;The Last Time I Saw Richard;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7202944
Stranieri;Joni Mitchell;2002 - Travelogue;The Sire Of Sorrow (Job's Sad Song);x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;10339518
Stranieri;Joni Mitchell;2002 - Travelogue;Trouble Child;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7309440
Stranieri;Joni Mitchell;2002 - Travelogue;Woodstock;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;8564864
Stranieri;Joni Mitchell;2002 - Travelogue;You Dream Flat Tires;x;_;_;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;5476480
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Amelia;x;x;x;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;16248295
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Big Yellow Taxi;x;M;L;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5496304
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Both Sides Now;x;x;x;B;S;_;_;_;_;x;_;_;_;_;_;_;_;_;_;13878063
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;California;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9281579
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Carey;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7391334
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Come In From The Cold;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;18017590
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Dancin Clown;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9270061
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Dreamland;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11161258
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;For The Roses;x;x;x;B;S;_;_;_;_;x;_;_;_;_;_;_;_;_;_;18007022
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Free Man In Paris;x;x;x;B;S;_;_;_;_;x;_;_;_;_;_;_;_;_;_;7354866
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Furry Sings The Blues;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;12258550
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Help Me;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8175656
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;In France They Kiss On Main Street;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8003843
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;Nothing Can Be Done;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11677748
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;The Circle Game;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11683504
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;The Jungle Line;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;10584304
Stranieri;Joni Mitchell;2004 - Dreamland - The Very Best Of;You Turn Me On Im A Radio;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6405434
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Cherokee Louise (Orchestral Version, 2002);x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;14454912
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Chinese Cafeunchained Melody;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;12767232
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Come In From The Cold (Edit);x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8755200
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Don Juan's Reckless Daughter;x;x;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;15966208
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Harlem In Havana;x;x;x;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;10719232
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Let The Wind Carry Me;x;x;x;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;9461760
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Paprika Plains (Remix);x;x;x;B;_;_;_;_;_;x;_;_;_;_;_;_;_;_;_;39202816
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Raised On Robbery;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7518208
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Ray's Dad's Cadillac;x;x;x;B;_;_;_;_;_;_;_;_;_;_;_;x;_;_;x;10964992
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);River;x;x;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9811636
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Song For Sharon;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;20711424
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);The Tea Leaf Prophecy (Lay Down Your Arms);x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;11790464
Stranieri;Joni Mitchell;2005 - Songs Of A Prairie Girl (Remastered);Urge For Going;x;M;x;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;12328960
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;A_Case_Of_You;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5077120
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Blue;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4069504
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Dont_Interrupt_The_Sorrow;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7446656
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Dreamland;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7114880
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Edith_And_The_Kingpin;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;8609920
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;For_The_Roses;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;8587392
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Free_Man_In_Paris;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7245952
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Help_Me;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5765248
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;Ladies_Of_The_Canyon;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5320832
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;River;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;5202048
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;The_Boho_Dance;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;7415936
Stranieri;Joni Mitchell;2007 - A Tribute To Joni Mitchell;The_Magdalene_Laundries;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;4956396
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Cherokee Louise;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11462118
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Don't Interrupt The Sorrow;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;9440252
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Edith And The Kingpin;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11749471
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Furry Sings The Blues - Hejira;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;17443129
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Get Together;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11144466
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Happiness Is The Best Facelift;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;13703440
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Hejira;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;15521538
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Moon At The Window;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;8795542
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Night Ride Home;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;19311392
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Sex Kills;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;10134047
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;The Crazy Cries Of Love;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;9344118
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;The Magdalene Laundries;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11849784
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Woodstock;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;12057704
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 1;Yvette In English;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;15574839
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Acadian Driftwood (The Band, Lead Vocals);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;15866389
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Both Sides Now (With Pete Seeger);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;15274969
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Both Sides Now;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;12533138
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;California;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;10454832
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Coyote;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11933358
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Furry Sings The Blues;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;12205047
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Helpless (Neil Young, Lead Vocal);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;11961598
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;I Still Miss Someone (W Johnny Cash);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;5701617
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Long Black Veil [Duet W Cash];x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;6533349
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Mr. Tambourine Man (With Pete Seeger);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;9367120
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;Shadows & Light;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;14138102
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;The Dolphin (W Fred Neil);x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;9857165
Stranieri;Joni Mitchell;Unplugged & Jamming vol. 2;The Gallery;x;_;_;_;_;_;_;_;_;_;_;_;_;_;x;_;_;_;_;12038898
Stranieri;Joshua Radin;First between 3rd and 4th;Do You Wanna;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3901274
Stranieri;Joshua Radin;First between 3rd and 4th;Don't Look Away;x;x;_;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;5212830
Stranieri;Joshua Radin;First between 3rd and 4th;Girlfriend in a Coma;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4018512
Stranieri;Joshua Radin;First between 3rd and 4th;The One You Knew;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4363328
Stranieri;Joshua Radin;First between 3rd and 4th;Today;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5212830
Stranieri;Joshua Radin;First between 3rd and 4th;Winter;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5008448
Stranieri;Joshua Radin;Simple Times;Brand New Day;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5266422
Stranieri;Joshua Radin;Simple Times;Free of Me;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3923516
Stranieri;Joshua Radin;Simple Times;Friend Like You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3556762
Stranieri;Joshua Radin;Simple Times;I'd Rather Be With You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4248154
Stranieri;Joshua Radin;Simple Times;No Envy No Fear;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4964241
Stranieri;Joshua Radin;Simple Times;One of Those Days;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4567389
Stranieri;Joshua Radin;Simple Times;Sky;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5092750
Stranieri;Joshua Radin;Simple Times;They Bring Me to You;x;M;_;_;S;_;_;_;x;_;_;_;_;_;_;_;_;_;_;5920326
Stranieri;Joshua Radin;Simple Times;Vegetable Car;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4547323
Stranieri;Joshua Radin;Simple Times;We Are Okay;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4073984
Stranieri;Joshua Radin;Simple Times;You Got Growin Up To Do - (featuring Patty Griffin);x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4311210
Stranieri;Joshua Radin;Unclear Sky;Lovely Tonight;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4568964
Stranieri;Joshua Radin;Unclear Sky;Sky (feat. Ingrid Michaelson);x;M;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5056722
Stranieri;Joshua Radin;Unclear Sky;The Fear You Won't Fall;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4437307
Stranieri;Joshua Radin;Unclear Sky;You Got Growin Up To Do (Demo Version);x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4173365
Stranieri;Joshua Radin;Varie;Brand New Day [Radio Edit];x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7806477
Stranieri;Joshua Radin;Varie;Closer;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4291112
Stranieri;Joshua Radin;Varie;Do You Wanna;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4084111
Stranieri;Joshua Radin;Varie;Everything'll Be Alright;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3576754
Stranieri;Joshua Radin;Varie;Friend Like You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3561277
Stranieri;Joshua Radin;Varie;Girlfriend in a Coma;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4120720
Stranieri;Joshua Radin;Varie;Here we go;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9618624
Stranieri;Joshua Radin;Varie;I'd Rather Be With You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5121131
Stranieri;Joshua Radin;Varie;One leap;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8057664
Stranieri;Joshua Radin;Varie;One of Those Days;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4571902
Stranieri;Joshua Radin;Varie;Only You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3545346
Stranieri;Joshua Radin;Varie;Paperweight;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6539296
Stranieri;Joshua Radin;Varie;Road to ride on;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;C;7311744
Stranieri;Joshua Radin;Varie;Someone Else's Life;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3351709
Stranieri;Joshua Radin;Varie;Star Mile;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5375151
Stranieri;Joshua Radin;Varie;Streetlight;x;_;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8384064
Stranieri;Joshua Radin;Varie;Sundrenched World;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6499856
Stranieri;Joshua Radin;Varie;The Fear You Won't Fall;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;2977920
Stranieri;Joshua Radin;Varie;The ones with the light;x;_;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;8238144
Stranieri;Joshua Radin;Varie;The rock and the tide;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;9708864
Stranieri;Joshua Radin;Varie;These Photographs;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3271043
Stranieri;Joshua Radin;Varie;They Bring Me To You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4782573
Stranieri;Joshua Radin;Varie;Think ill go inside;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;10285824
Stranieri;Joshua Radin;Varie;Today;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6218451
Stranieri;Joshua Radin;Varie;Wanted;x;M;_;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3227066
Stranieri;Joshua Radin;Varie;We Are Only Getting Better;x;M;_;B;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5815584
Stranieri;Joshua Radin;Varie;When You Find Me;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;1999709
Stranieri;Joshua Radin;Varie;You Got Growin' Up To Do;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3714088
Stranieri;Joshua Radin;Varie;You got what i need;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;7414464
Stranieri;Joshua Radin;Varie;Youre not as young;x;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;_;x;7095744
Stranieri;Joshua Radin;We Were Here;Amy's Song;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5310005
Stranieri;Joshua Radin;We Were Here;Closer;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4205966
Stranieri;Joshua Radin;We Were Here;Everything'll Be Alright (Will's Lullaby);x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3945160
Stranieri;Joshua Radin;We Were Here;Only You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;3567743
Stranieri;Joshua Radin;We Were Here;Someone Else's Life;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5121924
Stranieri;Joshua Radin;We Were Here;Star Mile;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5852308
Stranieri;Joshua Radin;We Were Here;Sundrenched World;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6477992
Stranieri;Joshua Radin;We Were Here;These Photographs;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;4972712
Stranieri;Joshua Radin;We Were Here;Today;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;5035406
Stranieri;Joshua Radin;We Were Here;What If You;x;M;L;B;S;_;_;_;_;_;_;_;_;_;_;_;_;_;_;6636608
